epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
122,7530.7,0.69752,0.96875,0.63697,1.04605,0,0.75834,0.6555,0.75516,0.54196,0.69305,0.57895,0.60025,0.2129,1.03741,1.03298,0.91374,1.13776,0,0.000197062,0.000197062,0.000197062
123,7613.37,0.68128,0.95255,0.62333,1.05242,0,0.76767,0.66746,0.76139,0.54995,0.69989,0.60287,0.63558,0.22366,1.03072,1.05567,0.89798,1.14571,0,0.000185408,0.000185408,0.000185408
124,7717.15,0.69458,0.93766,0.62691,1.05008,0,0.76987,0.65625,0.75231,0.54518,0.70324,0.58612,0.59968,0.2136,1.02677,1.05621,0.92343,1.13132,0,0.000174115,0.000174115,0.000174115
125,7829.58,0.69708,0.95293,0.63401,1.05287,0,0.7916,0.66986,0.76675,0.5477,0.72324,0.59091,0.62698,0.22131,1.02242,1.05228,0.89671,1.12314,0,0.000163189,0.000163189,0.000163189
126,7942.03,0.69769,0.96023,0.62173,1.06199,0,0.79359,0.65307,0.75338,0.54265,0.72003,0.58134,0.62233,0.21913,1.02622,1.04288,0.90111,1.13314,0,0.000152635,0.000152635,0.000152635
127,8056.01,0.70123,0.97137,0.62819,1.06122,0,0.7638,0.67225,0.75699,0.54483,0.67451,0.57416,0.58063,0.20895,1.00982,1.05413,0.91482,1.12026,0,0.000142456,0.000142456,0.000142456
128,8169.48,0.69105,0.9606,0.62655,1.04658,0,0.74025,0.69139,0.75312,0.54672,0.70583,0.60271,0.627,0.21865,1.01901,1.0433,0.90095,1.13249,0,0.000132658,0.000132658,0.000132658
129,8287.13,0.70519,0.95715,0.62738,1.05282,0,0.76395,0.68421,0.75747,0.55095,0.70265,0.57895,0.61188,0.21387,1.01599,1.06829,0.9002,1.13062,0,0.000123245,0.000123245,0.000123245
130,8400.81,0.6904,0.95157,0.60917,1.04325,0,0.7771,0.66746,0.75548,0.55114,0.72521,0.61483,0.63681,0.22199,1.00593,1.04684,0.89558,1.12716,0,0.000114221,0.000114221,0.000114221
131,8515.28,0.68132,0.96219,0.61613,1.05115,0,0.77457,0.67464,0.75494,0.55078,0.72049,0.61244,0.63396,0.22026,1.00378,1.04311,0.90947,1.12163,0,0.00010559,0.00010559,0.00010559
132,8629.54,0.7064,0.97907,0.63815,1.06115,0,0.77082,0.66784,0.75828,0.54538,0.72797,0.56699,0.60215,0.21187,1.01227,1.05481,0.90454,1.13081,0,9.73555e-05,9.73555e-05,9.73555e-05
133,8763.14,0.69119,0.97108,0.6238,1.03677,0,0.76616,0.67225,0.75373,0.54263,0.7367,0.60766,0.64253,0.22591,1.01977,1.04526,0.89887,1.1348,0,8.95213e-05,8.95213e-05,8.95213e-05
134,8899.2,0.67832,0.95475,0.58909,1.04942,0,0.78163,0.65311,0.75468,0.54439,0.69964,0.57656,0.60195,0.20997,1.016,1.0432,0.90312,1.12975,0,8.20908e-05,8.20908e-05,8.20908e-05
135,9011.45,0.68908,0.9346,0.60678,1.0534,0,0.75916,0.66746,0.75431,0.54334,0.68841,0.60526,0.62254,0.21944,1.01915,1.03783,0.89756,1.13209,0,7.50674e-05,7.50674e-05,7.50674e-05
136,9124.92,0.69195,0.94821,0.61824,1.0576,0,0.80628,0.63725,0.75886,0.54792,0.71893,0.56909,0.61133,0.21836,1.0118,1.02875,0.89675,1.13231,0,6.8454e-05,6.8454e-05,6.8454e-05
137,9239.51,0.6786,0.93234,0.60345,1.04215,0,0.79954,0.64833,0.75398,0.5473,0.74472,0.56699,0.61328,0.21773,1.0104,1.03515,0.89279,1.12539,0,6.22537e-05,6.22537e-05,6.22537e-05
138,9353.82,0.67312,0.92411,0.59958,1.04773,0,0.74004,0.69465,0.75794,0.54992,0.71071,0.58134,0.6181,0.21622,1.01238,1.03848,0.90607,1.13718,0,5.64691e-05,5.64691e-05,5.64691e-05
139,9494.66,0.6956,0.97635,0.6221,1.05448,0,0.75047,0.68421,0.75821,0.54742,0.71778,0.57177,0.61556,0.21955,1.01058,1.04118,0.90654,1.13172,0,5.11027e-05,5.11027e-05,5.11027e-05
140,9610.8,0.69955,0.97182,0.62593,1.05026,0,0.74951,0.68006,0.75357,0.5464,0.70636,0.57416,0.6099,0.21678,1.0093,1.04055,0.91306,1.12888,0,4.61569e-05,4.61569e-05,4.61569e-05
141,9926.1,0.90618,0.81733,0.79612,1.1264,0,0.75032,0.63986,0.73147,0.52702,0.69462,0.5768,0.59709,0.20288,1.03999,1.07968,0.96762,1.15227,0,4.16339e-05,4.16339e-05,4.16339e-05
142,10045.1,0.87854,0.81354,0.74211,1.0899,0,0.75366,0.66986,0.74373,0.5333,0.68738,0.57895,0.60326,0.20747,1.03122,1.05384,0.92447,1.14318,0,3.75356e-05,3.75356e-05,3.75356e-05
143,10152.9,0.84344,0.79836,0.72206,1.07725,0,0.74461,0.689,0.74852,0.53528,0.67874,0.59809,0.61169,0.20855,1.0279,1.04741,0.91305,1.13562,0,3.38639e-05,3.38639e-05,3.38639e-05
144,10578.2,0.8806,0.82323,0.72225,1.05796,0,0.75263,0.689,0.75425,0.53747,0.70121,0.58373,0.6151,0.21191,1.0244,1.04399,0.90006,1.13558,0,3.06204e-05,3.06204e-05,3.06204e-05
145,10649,0.8671,0.80021,0.70614,1.08082,0,0.77456,0.68222,0.75668,0.54238,0.71021,0.57656,0.61081,0.21361,1.02167,1.04443,0.88946,1.13083,0,2.78064e-05,2.78064e-05,2.78064e-05
146,10718.1,0.87561,0.77464,0.70793,1.07595,0,0.80085,0.66268,0.76099,0.54382,0.71899,0.58373,0.6179,0.21686,1.02456,1.0393,0.8852,1.12962,0,2.54233e-05,2.54233e-05,2.54233e-05
147,10786.1,0.84845,0.77872,0.68293,1.07888,0,0.79514,0.66858,0.76325,0.54655,0.71089,0.59415,0.61963,0.21785,1.02483,1.03721,0.88842,1.12587,0,2.34721e-05,2.34721e-05,2.34721e-05
148,10854.6,0.84619,0.79296,0.68703,1.06972,0,0.7888,0.67943,0.76142,0.54473,0.73788,0.60526,0.63684,0.22107,1.02364,1.03924,0.88843,1.12695,0,2.19535e-05,2.19535e-05,2.19535e-05
149,10910.2,0.84576,0.78809,0.68216,1.07247,0,0.77744,0.68182,0.76297,0.54759,0.71964,0.60793,0.62876,0.21714,1.02671,1.03738,0.88647,1.12986,0,2.08684e-05,2.08684e-05,2.08684e-05
150,10962.7,0.85236,0.78642,0.68278,1.06243,0,0.78344,0.69378,0.76517,0.54939,0.74134,0.60337,0.63813,0.22149,1.02672,1.03497,0.87844,1.12794,0,2.02171e-05,2.02171e-05,2.02171e-05
